Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Rain_Today_Flag,Rain_Tomorrow_Flag,WindGust_Reliable,Year,Month,MonthName,YearMonth,Quarter,DayOfYear,Season,TempMean,TempRange,WindSpeedAvg,HumidityAvg,PressureAvg,Rain_Category,WindGustDir_Deg,MaxTemp_Anomaly,MinTemp_Anomaly,MaxTemp_Z,MinTemp_Z,Temp_Anomaly_Flag,Heavy_Rain_Flag,Strong_Gust_Flag,WarmSpell_Flag,Gap_Days_Before
2008-02-11,16.4,23.9,0.0,6.4,8.0,,,WNW,E,9,26,78,53,1017.6,1015.3,7,8,18.9,23.7,No,No,0,0,0,2008,2,Feb,2008-02-01,Q1,42,Été,20.15,7.5,17.5,65.5,1016.45,Sec (≤1 mm),,-2.9807843137254935,-3.786274509803924,-0.9355657159721464,-1.8048401851692577,,0,0,0,0
2008-02-12,18.9,27.3,0.0,6.8,6.7,,,N,NE,7,24,68,67,1010.7,1007.5,7,7,22.9,24.7,No,Yes,0,1,0,2008,2,Feb,2008-02-01,Q1,43,Été,23.1,8.400000000000002,15.5,67.5,1009.1,Sec (≤1 mm),,0.41921568627450867,-1.286274509803924,0.13157739118197878,-0.61314094327863,,0,0,0,0
2008-02-13,18.4,22.8,14.4,7.0,3.3,,,S,S,24,30,87,70,1009.2,1011.7,8,7,20.9,21.0,Yes,Yes,1,1,0,2008,2,Feb,2008-02-01,Q1,44,Été,20.6,4.400000000000002,27.0,78.5,1010.45,Modérée (10-30),,-4.080784313725491,-1.786274509803924,-1.2808178976984803,-0.8514807916567555,,0,0,0,0
2008-02-14,16.9,24.3,3.0,3.2,8.7,,,SSW,SSE,15,19,81,51,1017.2,1016.5,7,1,18.4,23.3,Yes,No,1,0,0,2008,2,Feb,2008-02-01,Q1,45,Été,20.6,7.400000000000002,17.0,66.0,1016.85,Faible (1-10),,-2.5807843137254913,-3.286274509803924,-0.8100194680716606,-1.566500336791132,,0,0,0,0
2008-02-15,18.3,24.4,0.0,6.2,8.5,,,SW,SSE,19,22,80,56,1020.2,1018.9,7,3,19.5,23.8,No,No,0,0,0,2008,2,Feb,2008-02-01,Q1,46,Été,21.35,6.099999999999998,20.5,68.0,1019.55,Sec (≤1 mm),,-2.4807843137254935,-1.886274509803922,-0.7786329060965399,-0.8991487613323796,,0,0,0,0
2008-02-16,16.7,24.1,0.0,6.2,8.8,,,WNW,SSE,11,26,77,52,1023.0,1022.6,7,6,19.8,23.3,No,No,0,0,0,2008,2,Feb,2008-02-01,Q1,47,Été,20.4,7.400000000000002,18.5,64.5,1022.8,Sec (≤1 mm),,-2.7807843137254906,-3.4862745098039234,-0.872792592021903,-1.661836276142382,,0,0,0,0
2008-02-17,19.5,24.8,0.0,7.6,3.2,,,SE,ESE,13,24,63,62,1024.7,1023.1,7,7,21.8,23.4,No,No,0,0,0,2008,2,Feb,2008-02-01,Q1,48,Été,22.15,5.300000000000001,18.5,62.5,1023.9000000000001,Sec (≤1 mm),,-2.0807843137254913,-0.6862745098039227,-0.653086658196054,-0.3271331252248787,,0,0,0,0
2008-02-18,18.6,25.3,0.0,4.2,4.5,,,SSE,ENE,13,24,70,59,1021.7,1019.4,7,6,21.2,23.8,No,No,0,0,0,2008,2,Feb,2008-02-01,Q1,49,Été,21.950000000000003,6.699999999999999,18.5,64.5,1020.55,Sec (≤1 mm),,-1.5807843137254913,-1.5862745098039213,-0.49615384832044745,-0.756144852305504,,0,0,0,0
2008-02-19,19.0,24.8,0.0,5.2,7.5,,,WNW,E,7,17,79,65,1018.0,1015.4,7,7,20.8,23.4,No,No,0,0,0,2008,2,Feb,2008-02-01,Q1,50,Été,21.9,5.800000000000001,12.0,72.0,1016.7,Sec (≤1 mm),,-2.0807843137254913,-1.1862745098039227,-0.653086658196054,-0.5654729736030042,,0,0,0,0
2008-02-20,18.3,26.4,0.0,4.6,11.1,,,W,E,13,22,80,60,1013.4,1010.8,3,1,21.3,25.2,No,No,0,0,0,2008,2,Feb,2008-02-01,Q1,51,Été,22.35,8.099999999999998,17.5,70.0,1012.0999999999999,Sec (≤1 mm),,-0.48078431372549346,-1.886274509803922,-0.1509016665941137,-0.8991487613323796,,0,0,0,0
2008-02-21,20.6,26.8,0.0,6.8,6.4,,,WNW,SE,4,15,86,62,1011.4,1009.7,7,7,22.1,24.9,No,No,0,0,0,2008,2,Feb,2008-02-01,Q1,52,Été,23.700000000000003,6.199999999999999,9.5,74.0,1010.55,Sec (≤1 mm),,-0.08078431372549133,0.41372549019607874,-0.025355418693627767,0.19721454120699813,,0,0,0,0
2008-02-22,19.1,25.4,0.4,4.4,9.4,,,WNW,E,11,28,77,66,1009.2,1003.1,4,1,22.3,24.9,No,No,0,0,0,2008,2,Feb,2008-02-01,Q1,53,Été,22.25,6.299999999999997,19.5,71.5,1006.1500000000001,Sec (≤1 mm),,-1.4807843137254935,-1.0862745098039213,-0.4647672863453268,-0.5178050039273785,,0,0,0,0
2008-02-23,20.5,26.0,0.0,6.6,12.2,,,WSW,ESE,20,24,38,45,1007.4,1007.0,1,1,22.5,24.0,No,No,0,0,0,2008,2,Feb,2008-02-01,Q1,54,Été,23.25,5.5,22.0,41.5,1007.2,Sec (≤1 mm),,-0.880784313725492,0.3137254901960773,-0.2764479144945985,0.14954657153137235,,0,0,0,0
2008-02-24,16.5,28.3,0.0,8.6,12.0,,,WNW,ESE,11,24,48,40,1007.9,1008.0,0,0,21.2,26.1,No,No,0,0,0,2008,2,Feb,2008-02-01,Q1,55,Été,22.4,11.8,17.5,44.0,1007.95,Sec (≤1 mm),,1.4192156862745087,-3.6862745098039227,0.44544301093319194,-1.7571722154936318,,0,0,0,0
2008-02-25,20.5,24.2,0.0,8.6,1.5,,,E,E,15,20,58,54,1017.5,1016.9,7,7,21.6,23.5,No,No,0,0,0,2008,2,Feb,2008-02-01,Q1,56,Été,22.35,3.6999999999999993,17.5,56.0,1017.2,Sec (≤1 mm),,-2.6807843137254928,0.3137254901960773,-0.8414060300467824,0.14954657153137235,,0,0,0,0
2008-02-26,19.3,26.2,0.0,3.6,8.4,,,WSW,E,2,28,73,65,1018.3,1015.6,1,6,23.0,25.8,No,Yes,0,1,0,2008,2,Feb,2008-02-01,Q1,57,Été,22.75,6.899999999999999,15.0,69.0,1016.95,Sec (≤1 mm),,-0.6807843137254928,-0.886274509803922,-0.2136747905443561,-0.4224690645761286,,0,0,0,0
2008-02-27,19.0,29.0,22.2,8.2,3.3,,,W,NNE,0,15,82,52,1014.1,1010.6,7,7,21.3,24.7,Yes,Yes,1,1,0,2008,2,Feb,2008-02-01,Q1,58,Été,24.0,10.0,7.5,67.0,1012.35,Modérée (10-30),,2.119215686274508,-1.1862745098039227,0.6651489447590408,-0.5654729736030042,,0,0,0,0
2008-02-28,17.9,21.4,4.2,4.2,0.0,,,S,ESE,20,9,77,88,1010.0,1010.1,8,8,20.4,19.2,Yes,Yes,1,1,0,2008,2,Feb,2008-02-01,Q1,59,Été,19.65,3.5,14.5,82.5,1010.05,Faible (1-10),,-5.4807843137254935,-2.286274509803924,-1.7202297653501792,-1.089820640034881,,0,0,0,0
2008-02-29,14.7,20.6,33.0,7.0,8.9,,,SW,S,24,28,65,51,1015.3,1015.6,5,3,17.1,19.9,Yes,No,1,0,0,2008,2,Feb,2008-02-01,Q1,60,Été,17.65,5.900000000000002,26.0,58.0,1015.45,Forte (>30),,-6.280784313725491,-5.486274509803923,-1.971322261151149,-2.615195669654884,,0,0,0,0
2008-03-01,12.8,22.0,0.2,6.2,11.3,,,W,SSE,19,31,55,46,1020.9,1020.6,0,1,15.9,21.2,No,Yes,0,1,0,2008,3,Mar,2008-03-01,Q1,61,Automne,17.4,9.2,25.0,50.5,1020.75,Sec (≤1 mm),,-3.881290322580643,-6.057419354838711,-1.584217648324543,-2.8234343744111317,,0,0,0,0
2008-03-02,14.2,23.4,5.4,6.4,7.3,,,W,SE,13,17,93,54,1026.2,1025.2,7,2,15.1,22.4,Yes,No,1,0,0,2008,3,Mar,2008-03-01,Q1,62,Automne,18.799999999999997,9.2,15.0,73.5,1025.7,Faible (1-10),,-2.4812903225806444,-4.657419354838712,-1.0127827585532236,-2.1708779155260376,,0,0,0,0
2008-03-03,15.0,23.1,0.2,2.6,11.2,,,W,ENE,15,19,78,57,1025.8,1022.5,1,1,18.2,22.5,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,63,Automne,19.05,8.100000000000001,17.0,67.5,1024.15,Sec (≤1 mm),,-2.7812903225806416,-3.8574193548387115,-1.1352330920756482,-1.7979885104488402,,0,0,0,0
2008-03-04,15.5,25.4,0.0,6.8,11.3,,,WNW,E,9,19,77,57,1020.5,1018.6,0,2,18.7,23.8,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,64,Automne,20.45,9.899999999999999,14.0,67.0,1019.55,Sec (≤1 mm),,-0.4812903225806444,-3.3574193548387115,-0.1964472017370525,-1.564932632275592,,0,0,0,0
2008-03-05,18.7,25.8,0.0,6.0,8.7,,,S,ESE,19,22,72,64,1024.8,1024.2,6,3,22.6,24.1,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,65,Automne,22.25,7.100000000000001,20.5,68.0,1024.5,Sec (≤1 mm),,-0.08129032258064228,-0.15741935483871217,-0.033180090373817396,-0.07337501196680443,,0,0,0,0
2008-03-06,19.6,26.0,0.0,5.0,10.4,,,N,ENE,11,19,67,65,1024.2,1019.8,1,1,22.1,24.7,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,66,Automne,22.8,6.399999999999999,15.0,66.0,1022.0,Sec (≤1 mm),,0.11870967741935701,0.74258064516129,0.048453465307799426,0.34612556874504313,,0,0,0,0
2008-03-07,19.9,24.9,0.0,7.6,4.5,,,SSW,SSE,13,24,83,75,1021.3,1020.7,5,7,22.9,23.3,No,Yes,0,1,0,2008,3,Mar,2008-03-01,Q1,67,Automne,22.4,5.0,18.5,79.0,1021.0,Sec (≤1 mm),,-0.9812903225806444,1.0425806451612871,-0.4005310909410953,0.4859590956489907,,0,0,0,0
2008-03-08,16.5,24.8,17.4,6.0,9.6,,,WNW,E,9,22,88,71,1023.4,1022.3,1,2,18.8,21.5,Yes,No,1,0,0,2008,3,Mar,2008-03-01,Q1,68,Automne,20.65,8.3,15.5,79.5,1022.8499999999999,Modérée (10-30),,-1.0812903225806423,-2.3574193548387115,-0.44134786878190296,-1.0988208759290958,,0,0,0,0
2008-03-09,16.4,24.3,0.0,4.6,10.2,,,W,E,9,19,82,64,1025.5,1025.2,1,2,19.7,23.8,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,69,Automne,20.35,7.900000000000002,14.0,73.0,1025.35,Sec (≤1 mm),,-1.5812903225806423,-2.457419354838713,-0.6454317579859458,-1.1454320515637462,,0,0,0,0
2008-03-10,19.3,26.3,0.0,4.6,10.8,,,WNW,NE,9,24,76,50,1025.1,1022.5,1,0,22.9,25.5,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,70,Automne,22.8,7.0,16.5,63.0,1023.8,Sec (≤1 mm),,0.4187096774193577,0.44258064516128925,0.17090379883022538,0.20629204184109395,,0,0,0,0
2008-03-11,18.6,26.1,0.0,7.6,11.3,,,ENE,E,2,20,72,58,1022.0,1021.4,0,0,21.9,26.0,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,71,Automne,22.35,7.5,11.0,65.0,1021.7,Sec (≤1 mm),,0.21870967741935843,-0.25741935483871003,0.08927024314860857,-0.11998618760145306,,0,0,0,0
2008-03-12,19.3,26.4,0.0,7.0,11.1,,,W,NE,7,22,77,60,1021.9,1018.8,1,1,22.2,25.0,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,72,Automne,22.85,7.099999999999998,14.5,68.5,1020.3499999999999,Sec (≤1 mm),,0.5187096774193556,0.44258064516128925,0.21172057667103308,0.20629204184109395,,0,0,0,0
2008-03-13,19.2,26.1,0.0,6.0,10.6,,,WNW,ESE,6,20,84,69,1019.7,1019.0,1,4,22.4,25.3,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,73,Automne,22.65,6.900000000000002,13.0,76.5,1019.35,Sec (≤1 mm),,0.21870967741935843,0.34258064516128783,0.08927024314860857,0.15968086620644367,,0,0,0,0
2008-03-14,18.8,26.0,0.0,5.4,11.0,,,W,ENE,9,24,84,62,1022.8,1020.0,3,1,21.8,25.7,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,74,Automne,22.4,7.199999999999999,16.5,73.0,1021.4,Sec (≤1 mm),,0.11870967741935701,-0.057419354838710746,0.048453465307799426,-0.02676383633215415,,0,0,0,0
2008-03-15,19.3,26.1,0.0,7.0,11.3,,,NW,ENE,2,20,80,64,1022.1,1020.9,1,1,22.5,25.6,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,75,Automne,22.700000000000003,6.800000000000001,11.0,72.0,1021.5,Sec (≤1 mm),,0.21870967741935843,0.44258064516128925,0.08927024314860857,0.20629204184109395,,0,0,0,0
2008-03-16,19.7,25.8,0.0,5.6,10.1,,,W,E,7,24,81,69,1024.6,1022.6,2,2,22.8,24.7,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,76,Automne,22.75,6.100000000000001,15.5,75.0,1023.5999999999999,Sec (≤1 mm),,-0.08129032258064228,0.8425806451612878,-0.033180090373817396,0.3927367443796918,,0,0,0,0
2008-03-17,19.5,25.7,0.0,6.4,10.0,,,WNW,E,4,19,82,60,1024.8,1022.8,4,1,22.0,25.4,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,77,Automne,22.6,6.199999999999999,11.5,71.0,1023.8,Sec (≤1 mm),,-0.1812903225806437,0.6425806451612885,-0.07399686821462653,0.29951439311039285,,0,0,0,0
2008-03-18,19.0,26.7,0.0,8.0,9.7,,,N,ENE,11,20,73,58,1023.3,1020.0,0,2,22.2,25.6,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,78,Automne,22.85,7.699999999999999,15.5,65.5,1021.65,Sec (≤1 mm),,0.8187096774193563,0.14258064516128854,0.334170910193459,0.06645851493714476,,0,0,0,0
2008-03-19,19.9,26.9,0.0,6.6,6.3,,,SSE,E,7,13,70,60,1021.2,1019.4,5,7,23.9,24.9,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,79,Automne,23.4,7.0,10.0,65.0,1020.3,Sec (≤1 mm),,1.0187096774193556,1.0425806451612871,0.41580446587507586,0.4859590956489907,,0,0,0,0
2008-03-20,19.7,28.1,0.0,6.0,10.4,,,NNE,NE,6,17,70,58,1014.3,1009.6,2,2,23.5,27.6,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,80,Automne,23.9,8.400000000000002,11.5,64.0,1011.95,Sec (≤1 mm),,2.2187096774193584,0.8425806451612878,0.9056057999647797,0.3927367443796918,,0,0,0,0
2008-03-21,17.7,19.6,1.0,7.0,0.0,,,S,SSW,26,22,87,80,1017.3,1018.9,8,8,17.8,18.4,No,Yes,0,1,0,2008,3,Mar,2008-03-01,Q1,81,Automne,18.65,1.9000000000000021,24.0,83.5,1018.0999999999999,Sec (≤1 mm),,-6.281290322580642,-1.1574193548387122,-2.5638203165039477,-0.5394867683133007,,0,0,0,0
2008-03-22,16.9,23.2,2.2,2.2,0.6,,,ESE,E,24,30,81,60,1022.8,1022.2,7,7,19.6,21.7,Yes,No,1,0,0,2008,3,Mar,2008-03-01,Q1,82,Automne,20.049999999999997,6.300000000000001,27.0,70.5,1022.5,Faible (1-10),,-2.6812903225806437,-1.9574193548387129,-1.0944163142348404,-0.9123761733904979,,0,0,0,0
2008-03-23,16.3,24.8,0.4,4.0,6.1,,,WNW,ESE,9,13,82,57,1023.1,1020.6,5,6,18.5,24.8,No,Yes,0,1,0,2008,3,Mar,2008-03-01,Q1,83,Automne,20.55,8.5,11.0,69.5,1021.85,Sec (≤1 mm),,-1.0812903225806423,-2.5574193548387107,-0.44134786878190296,-1.1920432271983947,,0,0,0,0
2008-03-24,18.5,24.3,17.0,2.6,8.0,,,NNW,ENE,7,26,95,72,1018.7,1015.3,6,2,19.9,23.3,Yes,No,1,0,0,2008,3,Mar,2008-03-01,Q1,84,Automne,21.4,5.800000000000001,16.5,83.5,1017.0,Modérée (10-30),,-1.5812903225806423,-0.35741935483871146,-0.6454317579859458,-0.16659736323610336,,0,0,0,0
2008-03-25,19.8,27.5,0.4,6.4,2.5,,,NE,NNW,4,17,81,58,1011.1,1006.9,5,7,21.4,27.0,No,Yes,0,1,0,2008,3,Mar,2008-03-01,Q1,85,Automne,23.65,7.699999999999999,10.5,69.5,1009.0,Sec (≤1 mm),,1.618709677419357,0.9425806451612893,0.6607051329199278,0.4393479200143421,,0,0,0,0
2008-03-26,17.0,27.2,19.0,2.4,10.5,,,W,NW,0,6,76,38,1008.9,1007.9,1,5,20.5,27.1,Yes,No,1,0,0,2008,3,Mar,2008-03-01,Q1,86,Automne,22.1,10.2,3.0,57.0,1008.4,Modérée (10-30),,1.3187096774193563,-1.8574193548387115,0.5382547993975019,-0.8657649977558477,,0,0,0,0
2008-03-27,15.0,23.6,0.0,5.8,11.0,,,W,ESE,20,19,52,42,1014.7,1013.4,1,1,17.5,21.8,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,87,Automne,19.3,8.600000000000001,19.5,47.0,1014.05,Sec (≤1 mm),,-2.2812903225806416,-3.8574193548387115,-0.9311492028716053,-1.7979885104488402,,0,0,0,0
2008-03-28,15.2,21.7,0.0,2.6,8.3,,,SSW,SE,13,17,71,51,1017.1,1016.2,4,3,18.3,21.2,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,88,Automne,18.45,6.5,15.0,61.0,1016.6500000000001,Sec (≤1 mm),,-4.181290322580644,-3.657419354838712,-1.7066679818469688,-1.7047661591795413,,0,0,0,0
2008-03-29,14.4,22.9,0.2,4.8,9.3,,,W,E,15,15,85,65,1015.4,1011.2,3,2,16.7,21.7,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,89,Automne,18.65,8.499999999999998,15.0,75.0,1013.3,Sec (≤1 mm),,-2.9812903225806444,-4.457419354838711,-1.2168666477572665,-2.077655564256738,,0,0,0,0
2008-03-30,13.1,26.8,0.0,4.6,10.9,,,W,WNW,22,15,61,22,1013.0,1009.0,0,1,16.9,25.9,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,90,Automne,19.95,13.700000000000001,18.5,41.5,1011.0,Sec (≤1 mm),,0.9187096774193577,-5.757419354838712,0.3749876880342682,-2.6836008475071833,,0,0,0,0
2008-03-31,13.5,25.6,0.0,5.8,10.4,,,WNW,WNW,9,17,57,31,1015.0,1012.5,4,1,16.3,24.9,No,No,0,0,0,2008,3,Mar,2008-03-01,Q1,91,Automne,19.55,12.100000000000001,13.0,44.0,1013.75,Sec (≤1 mm),,-0.28129032258064157,-5.3574193548387115,-0.11481364605543422,-2.4971561449685846,,0,0,0,0
2008-04-01,13.7,23.9,0.0,6.6,11.0,,,W,ESE,20,15,55,54,1023.0,1021.5,1,1,16.7,23.3,No,No,0,0,0,2008,4,Apr,2008-04-01,Q2,92,Automne,18.799999999999997,10.2,17.5,54.5,1022.25,Sec (≤1 mm),,0.40830188679245083,-1.6592452830188673,0.14646314452441453,-0.7240130217431099,,0,0,0,0
2008-04-02,14.1,28.7,0.0,3.8,10.5,,,W,N,6,22,75,34,1019.0,1012.4,1,7,17.8,28.0,No,No,0,0,0,2008,4,Apr,2008-04-01,Q2,93,Automne,21.4,14.6,14.0,54.5,1015.7,Sec (≤1 mm),,5.2083018867924515,-1.259245283018867,1.868284954460239,-0.5494726981025146,,0,0,0,0
2008-04-03,16.4,22.2,0.0,10.6,9.7,,,SW,WSW,26,20,42,21,1009.9,1010.8,6,1,16.6,21.2,No,No,0,0,0,2008,4,Apr,2008-04-01,Q2,94,Automne,19.299999999999997,5.800000000000001,23.0,31.5,1010.3499999999999,Sec (≤1 mm),,-1.2916981132075485,1.040754716981132,-0.46334874649452296,0.4541341628309069,,0,0,0,0
2008-04-04,11.2,22.2,0.0,7.6,10.6,,,W,E,24,15,47,37,1020.8,1019.2,1,0,13.9,21.0,No,No,0,0,0,2008,4,Apr,2008-04-01,Q2,95,Automne,16.7,11.0,19.5,42.0,1020.0,Sec (≤1 mm),,-1.2916981132075485,-4.159245283018867,-0.46334874649452296,-1.8148900444968294,,0,0,0,0
2008-04-05,11.6,22.7,0.0,4.2,10.7,,,WNW,E,13,17,71,50,1024.5,1023.4,0,1,15.2,21.0,No,No,0,0,0,2008,4,Apr,2008-04-01,Q2,96,Automne,17.15,11.1,15.0,60.5,1023.95,Sec (≤1 mm),,-0.7916981132075485,-3.759245283018867,-0.2839923079595413,-1.640349720856234,,0,0,0,0
2008-04-06,13.1,22.7,0.0,3.6,6.4,,,W,ESE,13,20,71,55,1027.2,1024.6,5,6,17.7,22.1,No,Yes,0,1,0,2008,4,Apr,2008-04-01,Q2,97,Automne,17.9,9.6,16.5,63.0,1025.9,Sec (≤1 mm),,-0.7916981132075485,-2.259245283018867,-0.2839923079595413,-0.9858235072040025,,0,0,0,0
2008-04-07,15.3,22.0,12.0,3.2,4.7,,,SSW,SSE,11,15,83,70,1026.3,1024.2,5,6,18.2,19.8,Yes,Yes,1,1,0,2008,4,Apr,2008-04-01,Q2,98,Automne,18.65,6.699999999999999,13.0,76.5,1025.25,Modérée (10-30),,-1.4916981132075477,-0.05924528301886589,-0.5350913219085154,-0.025851727180728767,,0,0,0,0
2008-04-08,14.6,22.1,9.6,5.4,5.1,,,SE,SE,20,17,86,75,1026.5,1024.1,6,6,17.0,18.9,Yes,Yes,1,1,0,2008,4,Apr,2008-04-01,Q2,99,Automne,18.35,7.500000000000002,18.5,80.5,1025.3,Faible (1-10),,-1.3916981132075463,-0.759245283018867,-0.49922003420151856,-0.33129729355177073,,0,0,0,0
2008-04-09,15.6,22.2,22.8,5.4,5.8,,,W,E,13,20,96,62,1024.6,1021.4,7,5,16.3,21.1,Yes,Yes,1,1,0,2008,4,Apr,2008-04-01,Q2,100,Automne,18.9,6.6,16.5,79.0,1023.0,Modérée (10-30),,-1.2916981132075485,0.24075471698113304,-0.46334874649452296,0.10505351554971712,,0,0,0,0
2008-04-10,13.8,22.7,2.2,3.6,10.6,,,W,E,15,15,77,60,1022.1,1019.7,5,1,18.7,21.9,Yes,No,1,0,0,2008,4,Apr,2008-04-01,Q2,101,Automne,18.25,8.899999999999999,15.0,68.5,1020.9000000000001,Faible (1-10),,-0.7916981132075485,-1.559245283018866,-0.2839923079595413,-0.6803779408329605,,0,0,0,0
2008-04-11,14.1,23.5,0.0,3.2,8.9,,,W,E,15,15,83,61,1020.1,1017.5,4,2,17.1,22.1,No,No,0,0,0,2008,4,Apr,2008-04-01,Q2,102,Automne,18.8,9.4,15.0,72.0,1018.8,Sec (≤1 mm),,0.008301886792452251,-1.259245283018867,0.002977993696429677,-0.5494726981025146,,0,0,0,0
